testament	4.1429
integration	3.8333
condemn	4.0
compilation	3.83335
bufe	4.2
chattanooga	4.8
gourmet	4.0
thesaurus	4.1429
plantronic	4.6667
hispanic	3.8571
procurement	4.4286
lipitor	5.0
ejaculation	3.8333
amnesty	4.5
diazepam	5.8
shropshire	5.1667
probation	4.2
cardiovascular	3.8333
etiquette	4.5714
malignant	4.3333
specimen	3.8571
bizjournal	4.3333
ramada	4.8
torque	4.2857
hypothesis	3.85715
contingency	4.3333
equity	4.1667
demographic	3.8690499999999997
coalition	4.5
excerpt	4.083349999999999
letras	4.6667
seneca	4.6
covenant	4.3333
salisbury	4.4
quasi	4.8333
genomic	4.3333
embroider	3.8333
lincolnshire	4.8
dimm	4.6
physician	3.8333500000000003
astronomical	4.1429
orchid	4.2
scsi	4.4
imprint	4.0
websphere	5.0
amendment	3.9286000000000003
providence	4.1429
blogshare	4.3333
zen	4.0
cardiology	4.0
vaughn	4.4
programming	3.8333
parliamentary	4.4
vicodin	3.8571
filipino	4.0
genealogy	4.2857
apa	5.2
pediatric	4.416650000000001
wwf	4.4
coldfusion	4.3333
persecution	4.4
celexa	4.8333
transexuale	4.1667
statute	4.1667
capitalism	4.1667
doctrine	4.0
conviction	4.083349999999999
snyder	4.6
respondent	3.9833499999999997
judicial	3.8333
plaque	3.8333
federally	3.8333
outrageous	4.2
municipality	4.1429
sioux	5.4
differentiation	4.1429
abnormality	3.8571
lesion	4.8333
beastiality	4.1667
sovereignty	4.0
metacritic	4.3333
perception	4.1548
bibtex	4.7143
centennial	4.2
mandrake	5.1667
quo	4.0
transient	4.2857
sapien	4.8
aperture	4.3333
regiment	4.5
parity	4.2
equitable	4.0
telecommunication	3.9166499999999997
manifold	4.0
reciprocal	3.8571
vonage	5.2
mccormick	4.0
reconciliation	4.2857
anthology	4.7143
partisan	4.1667
concession	3.8333
spectral	4.4286
bilateral	4.1429
antigen	4.2857
remediation	4.2
decal	4.4
travelocity	5.0
polytechnic	4.1667
png	3.8333
shalt	4.8
accountancy	4.1667
interim	3.8571
consolidation	4.0
expedition	3.8571
remedial	4.0
substantive	4.0
acoustic	3.9286000000000003
xml	4.0
goblet	4.4
regent	4.0
newfoundland	4.2
imminent	3.8571
clarion	4.4
discrepancy	4.0
deviant	4.4
ulster	5.1667
dentistry	3.8333
tft	4.4
depreciation	4.1429
capri	4.8
semantic	3.85715
refinance	3.9881
miniature	4.0714500000000005
bordeaux	4.8333
proprietary	4.5714
synopsis	5.0
grange	4.6
physiopathology	5.1667
rationale	3.8571
fraternity	4.0
accolade	4.3333
tariff	3.85715
hasting	4.1667
impressum	5.0
fluctuation	4.1667
thessalonian	5.6
archaeological	4.4
kyocera	4.8
preliminary	4.1667
middlesex	4.1667
protocol	4.0
sundance	4.2
wlan	4.0
subsidiary	3.89285
ern	4.2
ecology	3.8333
modulation	4.4
peripheral	4.39285
applegate	3.8571
adler	4.2
bridgeport	3.8333
leukemia	4.6667
pablo	4.4
traumatic	4.8333
mobility	4.0
hepatitis	4.0
substrate	4.5
moine	4.8
contingent	4.1667
incest	4.1429
tuscany	4.4
dermatology	4.5
gonzale	4.5
dispersion	3.8571
practitioner	3.9405
johanne	4.0
sata	5.4
esteem	3.8571
levitra	5.6
percussion	4.7143
redundant	3.8333
